name,brewery,percentage,volume
Santa Carolina,Viña Santa Carolina,12.5,750
Léon Beyer,Léon Beyer,12.5,750
Léon Beyer,Léon Beyer,13.5,750
Léon Beyer,Léon Beyer,13,750
Terlaner Classico,Cantina Terlan,13.5,750
Portugieser,Winzerverein Deidesheim,10,750
Barbera d'Alba,Gianni Voerzio,14,750
Scriani,Scriani,14,750
Bürgerspital,Bürgerspital zum Heiligen Geist,12,750
Marie Brizard,Marie Brizard,15,700
Marie Brizard,Marie Brizard,20,700
Marie Brizard,Marie Brizard,18,700
Cranberry Honeywine,Mountain Meadows Meadery,12.5,750
Fox Creek,Fox Creek Wines,14.5,750
Chablis,Domaine Bernard Defaix,12.5,750
Pampero,Las Industrias Pampero,37.5,700
Laurent Miquel,Laurent Miquel,13,750
Tommasi,Tommasi Viticoltori,13.5,750
Tommasi,Tommasi Viticoltori,14,750
Paracombe,Paracombe Premium Wines,14.6,750
Tommasi Le Rosse,Tommasi Viticoltori,12,750
Hardy´s Brave New World,Hardy Wine Company,14.5,750
Alvarinho Deu La Deu,Adega Cooperativa e Regional de Moncao CRL,13,750
Rondineto,Fattoria Giuseppe Savini,13,750
Pittacum,Bodegas Pittacum,14.5,750
Magners,Magners,4.5,330
Magners,Magners,4.5,568
Jacob's Creek,Orlando,14.3,750
Comenge,Bodegas Comenge,13,750
Chimay Röd,Chimay,7,750
Langmeil,Langmeil Winery,13.5,750
Jacob's Creek,Orlando,13.9,750
Neil Ellis,Neil Ellis,13,750
Zeni,Zeni,14,750
Comenge,Bodegas Comenge,14.5,750
Sinopie,Azienda Agricola Colognole,13,750
Castle Rock,Castle Rock Winery,13.5,750
Vouvray,Bourillon Dorléans,12.5,750
Mahou Cinco Estrella,San Miguel,5.5,330
MontGras,MontGras,13,750
Monkey Wrench,Daleside Brewery,5.3,500
Portillo,Bodegas Salentein,13.5,750
Tre Confini,Torraccia del Piantavigna,12.5,750
Luigi Voghera,Luigi Voghera,13.5,750
Luigi Voghera,Luigi Voghera,14,750
Luigi Voghera,Luigi Voghera,14,750
Léon Beyer,Léon Beyer,12.5,750
Fosche,Vite Colte,14,750
Mazzi,Roberto Mazzi,13,750
Nomada,Nomada Brewing Company,6,330
Nebbiolo d'Alba,Bersano,13.5,750
Barbera d'Asti Riserva Nizza,Bersano,15,750
Barbera d'Asti,Bersano,13.5,750
Roero Arneis,Bersano,14,750
Moscato d'Asti,Bersano,5.5,750
Granducato,Granducato,12.5,750
Granducato,Granducato,13,750
La Villette,Maison de La Villette,13,750
Periquita,José Maria da Fonseca,13,1500
Pulpo,Felix Solis,13,750
Piratens Besk,Saturnus,32,500
Sambuca,Luxardo,38,500
Jordan,Jordan Wines,14,750
Clisson,Domaine Bruno Cormerais,12,750
Chambaudière,Domaine Bruno Cormerais,12,750
Prestige,Domaine Bruno Cormerais,12,750
Heartland,Heartland Wines,14.5,750
La Vieille Ferme Rouge,La Vieille Ferme,13.5,750
Perrin Côtes du Rhône,Perrin & Fils,14,750
Jacob's Creek,Orlando,14.3,750
De Kuyper,De Kuyper,20,500
Colterenzio,Colterenzio,13,750
Colterenzio,Colterenzio,13.5,750
Saint Clair Origin,Saint Clair Family Estate,13,750
Castillo Perelada,Castillo de Perelada,11.5,750
Porcupine Ridge,Boekenhoutskloof,14.5,750
Rabl,Weingut Rabl,11.5,750
Bründlmayer,Bründlmayer,12,750
Freixenet,Freixenet,12,750
Cinzano,DCM,15,750
Cinzano,DCM,11,750
Gunderloch,WG Gunderloch,12,750
Marqués de Arienzo,Marqués de Riscal,14,750
Domìni Veneti,Cantina Valpolicella Negrar,15.5,750
Cà del Magro,Monte del Frá,13,750
Severina,Azienda Vitivinicola Pietro Cassina,14,750
Muga,Bodegas Muga,13,750
Ernie Els,Ernie Els Winery,14,750
Neethlingshof,Neethlingshof Estate,14,750
Château Barréjat,Denis Capmartin,14.5,750
Pineau de Laborie,Laborie,17.5,375
The White Viognier,Berton Vineyard,12.5,750
Godello,Dominio de Tares,13,750
Rosa d'Amore,Cantina Sociale di Casorzo,5,750
Against the Grain,Wold Top Brewery,4.5,500
Peppermint Vert,Cartron,21,500
Kiwi,Cartron,20,500
Fruit de la Passion,Cartron,25,500
Vanille,Cartron,20,500
Cacao Brun,Cartron,25,500
Abricot Brandy,Cartron,25,500
Crème de Fraise des Bois,Cartron,18,500
Pomme Verte,Cartron,20,500
Two Vines,Columbia Crest Winery,13.5,750
Melody,Destilerias Campeny,17,700
Gulden Draak,Brouwerij Van Steenberge,10.5,330
Kendall-Jackson,Kendall-Jackson,14.5,750
Kendall-Jackson,Kendall-Jackson,13.5,750
Sud,Feudi di San Marzano,13.5,750
Zonin Prosecco 1821,Zonin,11,750
Saumur Puy Notre Dame,Domaine du Vieux Pressoir,13.5,750
Zero Nove,Valdellövo,11,750
Hipster,3Rockets Srl,13,750
Nerd,3Rockets Srl,13,750
The Boss,3Rockets Srl,11,750
Hashtag,3Rockets Srl,11.5,750
Gentleman,3Rockets Srl,12.5,750
Hacker,3Rockets Srl,13.5,750
Antica Vigna,Salvaterra,11,750
Galliano,Bols,30,500
Ga-Jol Original Grå,United Drinks,30,700
Birra Menabrea,Birra Menabrea,4.8,660
La Petite Perrière,Saget la Perrier,12,750
La Petite Perrière,Saget la Perrier,13,750
La Petite Perrière,Saget la Perrier,12.5,750
Kies,Weingut Kurt Angerer,12.5,750
Soave Classico,Azienda Agricola I Campi,12.5,750
Colterenzio,Colterenzio,13.5,750
Skånsk Klassiker,Två Bryggare/ÖsterlenBryggarna,5,500
Guineu Jack the RIPA,Ca l'Arenys / Cervesa Guineu,6.5,330
Guineu,Ca l'Arenys / Cervesa Guineu,6.5,330
Guineu,Ca l'Arenys / Cervesa Guineu,9.5,330
Mango,Cartron,25,500
Condado de Haza,Condado de Haza,14.5,750
El Vínculo,Bodegas Alejandro Fernández,14,750
Freixenet,Freixenet,11.5,750
Gritsch,Gritsch Wein GmbH,12.5,750
Il Roncal,Azienda Agricola IL Roncal,12.5,750
Il Roncal,Azienda Agricola IL Roncal,11.5,750
Magnolia Hill,Napa Wine Arts,14.5,750
Mineralstein,GP Winery,12.5,750
Diemersfontein,Diemersfontein Wines,14.5,750
Villa Clara,Sarral i Secció de Crèdit,11.5,750
Cà dei Frati,Cà dei Frati,14,750
Stoneleigh,Stoneleigh Vineyards,14,750
Nicolas Feuillatte,Nicolas Feuillatte,12,200
Sierra Cantabria,Bodegas Sierra Cantabria,14,750
Sierra Cantabria,Bodegas Sierra Cantabria,14,750
Groh,Weingut Groh,12,750
Waltraud,Miguel Torres SA,11.5,750
Domaine du Grand Mayne,Domaine Grand Mayne,13.5,750
Gråskägg,Strömsholms Brygghus,5.8,500
Mouton Cadet,Baron Philippe de Rothschild,12.5,375
Chateau Smith,Charles Smith Wines,13.5,750
Simonsig,Simonsig Estate,12.5,750
Montes,Montes,14,750
Planeta,Aziende Agricole Planeta s.s.,13.5,750
Kirsch Likör,Seyringer Schlossbrände,17,500
Stepp,GP Winery,13,750
Kaiken,Kaiken,13.5,750
Kaiken,Kaiken,14.5,750
Mara Moura,Bodegas Martin Códax,13,750
Pere Ventura,Pere Ventura i Familia,11.5,750
Pere Ventura,Pere Ventura i Familia,11.5,750
Barbera del Monferrato,Cantina Sociale di Casorzo,12.5,750
Grignolino d'Asti,Cantina Sociale di Casorzo,12.5,750
Monferrato Freisa,Cantina Sociale di Casorzo,12.5,750
Yellow Tail,Casella Wines,13.5,750
Shotluckan,Tevsjö Destilleri Järvsö,22,500
Amayan,Bodega Belhara Estate,13.5,750
Belhara Estate,Bodega Belhara Estate,14,750
Mickey Finn,Mickey Finn,15,500
Mickey Finn,Mickey Finn,15,500
Mickey Finn,Mickey Finn,15,500
Lobkowicz,Lobkowicz,4.5,500
Turm,Kuchlbauer,5.9,500
Laurent Miquel,Laurent Miquel,14,750
JP Chenet,Les Grands Chais de France,11,750
Biskop Kol,Strömsholms Brygghus,6.2,500
Pommeau de Normandie,Spirit France Diffusion,17.5,700
Ca'Rugate,Ca'Rugate,14.5,750
Basa,Rodriguez,13,750
Kanonkop,Kanonkop Estate,14,750
P,Alpha Zeta,12.5,750
C,Alpha Zeta,12.5,750
V,Alpha Zeta,12.5,750
Domäne Wachau,Domäne Wachau,9.5,375
Calles Mittelheimer Edelmann,Weingut Bernhard Mehrlein,11.5,750
Tokara Reserve Collection,Tokara,13,750
Villa Poggio Salvi Caspagnolo,Poggio Salvi,13.5,750
Rosso Di Montalcino,Poggio Salvi,14,750
Lagone,Aia Vecchia S.r.l.,14.5,750
Zuccardi,Familia Zuccardi,14.5,750
Veiga,Henriques & Henriques,20,375
Veiga,Henriques & Henriques,19,375
Fleur du Cap,Fleur du Cap,10.5,375
Apaltagua,Viña Apaltagua,13.5,750
Almirez,Teso La Monja,14.5,750
Sour Fisk,United Drinks,15,700
Mouton Cadet,Baron Philippe de Rothschild,13.5,750
Umbala,Nordic Sea Winery,12.5,750
Pétalos,Descendientes de J Palacios,14,750
Pere Ventura,Pere Ventura i Familia,11.5,750
Torres Ibéricos,Miguel Torres,14,750
Paul Jaboulet,Paul Jaboulet Ainé,13.5,750
Paul Jaboulet,Paul Jaboulet Ainé,14.5,750
La Motte,La Motte Estate,13.5,750
Clotilde Davenne,Clotilde Davenne,12.5,750
Pérez Cruz,Pérez Cruz,13.5,750
Albia,Ricasoli,13,750
La Vieille Ferme,La Vieille Ferme,13,750
Villa Antinori,Marchesi Antinori,12,750
Tavel,Les Vignerons de Tavel,13.5,750
Tavel,Les Vignerons de Tavel,14.5,750
Clotilde Davenne Saint Bris,Clotilde Davenne,12.5,750
Lion Lager,The Lion Brewery Ceylon,4.8,330
Lion Lager,The Lion Brewery Ceylon,4.8,625
Pale In The Face Of Danger,Lycke Bryggeri,6,330
Bricco Paradiso Barbera d'Asti Superiore,Tenuta il Falchetto,15.5,750
Savini,Fattoria Giuseppe Savini,13.5,750
Rondineto,Fattoria Giuseppe Savini,12.5,750
Rondineto,Fattoria Giuseppe Savini,12.5,750
Malvasia di Casorzo,Cantina Sociale di Casorzo,5,750
Bonsai,Berton Vineyard,12,750
Chablis,Clotilde Davenne,12.5,750
Codronchio,Monticino Rosso,14,750
Radeberger,Radeberger Export-Bierbrauerei,4.8,330
Burgáns,Bodegas Martín Códax,12,750
Venta del Puerto,Anecoop & Coop,14,750
Venta del Puerto,Anecoop & Coop,14,750
Dufvenkrooks,Spirit of Sweden,15,500
Dufvenkrooks,Spirit of Sweden,20,500
Cinzano,Cinzano,15,750
Gran Mauro,Nordic Sea Winery,14,750
Fernet,Fratelli Branca,28,500
De Kuyper,De Kuyper,15,500
Catena,Bodega Catena Zapata,13.5,750
Blason de Bourgogne,Blason de Bourgogne,12,750
Pio Cesare,Pio Cesare,13.5,750
Tommasi,Tommasi Viticoltori,13,750
Montes Alpha,Montes,14.5,750
Äppelglögg,Skånska Spritfabriken,14.7,500
Lellè,Fattoria Giuseppe Savini,11.5,750
Viticoltori Casorzo,Cantina Sociale di Casorzo,13,750
286 Malvasia di Casorzo,Cantina Sociale di Casorzo,15,375
Michael David,Michael-David Winery,14.5,750
ARA Single Estate,Winegrowers of ARA,13,750
ARA Single Estate,Winegrowers of ARA,13,750
Daron,Cognac Ferrand,40,500
Saracco,Saracco,5.5,375
Barbera d'Asti,Cantina Sociale di Casorzo,13.5,750
Muncup,Cantina Sociale di Casorzo,12.5,750
Vignôt,Cantina Sociale di Casorzo,14,750
Piemonte Cortese,Cantina Sociale di Casorzo,12.5,1500
Albino Armani,Albino Armani,14,750
Fleur du Cap,Bergkelder,13,750
St Feuillien,Brasserie St Feuillien,7.5,330
Friuli Colli Orientali,Azienda Agricola Guerra Dario,13,750
Avantis Estate,Avantis Estate,13.5,750
Château Barréjat,Denis Capmartin,13,750
Le Pigeoulet des Brunier,Brunier,14,750
Weingut Weinbach,Weingut Weinbach,13,750
Kumala,Accolade Wines South Africa,13,750
Kumala,Accolade Wines South Africa,13.5,750
Leo Beer,Singha Corporation,5,330
Rawson's Retreat,Rawson's Retreat,12,750
Brave Navigator,Galatea Spirits AB,35,700
Grand Mayne,Domaine Grand Mayne,14,750
Weinhaus Reh Kendermann,Reh Kendermann,12.5,750
Weinhaus Reh Kendermann,Reh Kendermann,10.5,750
Hacienda de Arínzano,Propiedad de Arínzano,14,750
Langhe Chardonnay,Agricola Bosio srl,14,750
Langhe Nebbiolo,Agricola Bosio srl,14,750
Mia,Freixenet,13,750
Calles,Weingut Bernhard Mehrlein,9.5,750
Romanico,Dominio de Eguren,14.5,750
Roero Arneis,Agricola Bosio srl,13.5,750
Dr Charles Niehaus,KWV,14.5,750
Fox Creek,Fox Creek Wines,14,750
Cederberg,Cederberg Private Cellar,12,750
Jakob Jung,Jakob Jung,12.5,750
Kumala,Accolade Wines South Africa,13.5,750
Kumala,Accolade Wines South Africa,12.5,750
Le Orme,Michele Chiarlo,14,750
Maccabee,Tembo Beer Industries,5,330
Laurent Miquel,Laurent Miquel,12.5,750
Zweigelt,Weingut Rabl,13.5,750
Chablis,Domaine Servin,12.5,750
Ernie Els,Ernie Els Winery,13.5,750
Gold Star,Tembo Beer Industries,4.9,330
FM,Winzerverein Deidesheim,10.5,750
Vouvray,LaCheteau,12.5,750
Pèppoli Chianti Classico,Marchesi Antinori,13.5,750
Escapades,Escapade Winery,13.5,750
Escapades,Escapade Winery,13,750
Escapades,Escapade Winery,13,750
L'oro del Marchese,La Fortezza Società Agricola s.r.l.,12,750
Aglianico del Taburno,La Fortezza Società Agricola s.r.l.,13.5,750
Juliénas,Georges Duboeuf,13,750
Moulin á Vent,Georges Duboeuf,13.5,750
Bogesund 1788,K Brewery,5.2,500
Tatt av Vinden,Mjödhamnen,10.3,750
Piccini,Tenute Piccini,14,750
La Fortezza,La Fortezza Società Agricola s.r.l.,12.5,750
Steininger Kamptal,Weingut Steininger,12.5,750
Steininger Kamptal,Weingut Steininger,13,750
Steininger Loisiumweingarten,Weingut Steininger,13.5,750
Château d'Anglès,Château d'Angles,14,750
Barefoot,Barefoot Cellars,13,750
R,Alpha Zeta,13.5,750
Aguilares,Los Aguilares,14,750
Gut Hermannsberg,Gut Hermannsberg,12.5,750
Alto Rouge,Alto Estate,14,750
Arouz,W&B of Sweden AB,30,700
Viña Pomal,Bodegas Bilbaìnas,14.5,750
Torre del Falasco,Cantina Valpantena,13.5,750
Keo,KEO,4.5,630
Cordillera,Miguel Torres,14.5,750
Altos del Plata,Terrazas de los Andes,12.5,750
Bernard,Pivovar Bernard,5,500
Allesverloren,Allesverloren Wine Estate,13.5,750
Saigon,SABECO,4.9,355
Negrita,Bardinet,37.5,700
Vigna Senza Nome,Braida,5.5,375
Domaine du Petit Clocher,Domaine du Petit Clocher,12.5,750
Slayer,Brands For Fans,12.5,750
Chablis,Domaine du Chardonnay,12.5,750
Wolfberger,Wolfberger,12.5,750
Scarborough Fair,Wold Top Brewery,6,500
Sierra Cantabria,Bodegas Sierra Cantabria,13,750
Praga,Pivovar Samson,4.7,500
Moosehead,Moosehead Brewery,5,350
Presidente,Cervecería Nacional Dominicana,5,330
Barbera d'Alba Donna Margherita,Giovanni Rosso,13,750
Grand Marrenon,Marrenon, Vignobles en Ventoux & Luberon,14.5,750
Grand Marrenon,Marrenon, Vignobles en Ventoux & Luberon,14.5,750
Zenato,Zenato,12.5,750
Catar,Bodegas Pinord,14,750
Albariño,Bodegas Pinord,12.5,750
Barbera d'Alba,Pelissero Az. Agr. Vitivinicola,14,750
Ridgeway,Ridgeway Brewing,5.5,500
Chasing Lions,Chasing Lions Wine Co,14,750
Herrljunga Cider,Herrljunga Cider,4.5,500
Herrljunga Cider,Herrljunga Cider,4.5,500
Herrljunga Cider,Herrljunga Cider,4,500
Müller-Grossman,Weingut Müller-Grossmann,12,750
Errazuriz MAX,Errazuriz,13,750
Lucia,Giulio Cocchi,15,500
Schmetterling,Moselland,8.5,750
Mauro Prosecco,Oenoforos S A,12,750
Cantina di Negrar,Cantina Valpolicella Negrar,13.5,750
Motörhead,Krönleins,4.7,330
Wolfberger,Wolfberger,12.5,750
Norton,Bodega Norton,14.5,750
Schmetterling,Moselland,10,750
Les Fumées Blanches,François Lurton,11.5,750
Gulden Draak,Brouwerij Van Steenberge,10.5,330
The Per Gessle Selection,Allegrini,14,750
The Dubliner,First Ireland Spirits,30,700
Conde Valdemar,Bodegas Valdemar,14,750
Vedett,Duvel Moortgat,4.7,330
Clos de Nouys,Pierre Chainier,12.5,750
Paulaner,Paulaner Brauerei,4.9,500
Pomegranate,Cartron,18,500
Barbera d'Asti Superiore,Cantina Sant Evasio,14.5,750
Dolcetto d'Asti Superiore,Cantina Sant Evasio,13,750
Domaine de la Baume,Domaine de la Baume,13,750
Domaine de la Baume,Domaine de la Baume,14.5,750
Barbera d'Alba,Azienda Agricola Vigin,14,750
St Bernardus,Brouwerij St Bernard,8,330
Langhe,Cantina Sant Evasio,13.5,750
Monferrato Bianco Nymphae,Tenuta Montemagno,13.5,750
Ray Albarossa,Colle Manora,13,750
Fernet,Fratelli Branca,28,60
O'Haras,Carlow Brewing Co,6,330
Castel Sallegg,Castel Sallegg,13,750
Castel Sallegg,Castel Sallegg,13.5,750
Castel Sallegg,Castel Sallegg,14,750
Carpané,Scriani,14.5,750
Roche Rosse,Adragna,13.5,750
Vive-la-Joie,Bailly Lapierre,12,750
Donna di Valiano,Tenute Piccini,13,750
Clivus,Cantina di Monteforte,13.5,750
Pruno,Finca Villacreces,14,750
Le Capitaine,Domaine d'Escapat,13.5,750
Clarendelle,Clarence Dillon Wines,12.5,750
Plura,Götene Vin & Spritfabrik AB,38,500
Château Ksara,Château Ksara,13.5,750
Rib Shack,Douglas Green Bellingham,13.5,750
Callia Magna,Bodegas Callia,14,750
Callia Magna,Bodegas Callia,14,750
Leacock's,Madeira Wine Company,19,750
Sällskapets Portvin,Acacio Queiroz Cardoso,19,750
Carta Vieja,Viña Carta Vieja,12,750
Ernie Els,Ernie Els Winery,14,750
6Cepas6,Bodegas Perica,13.5,750
Fat Bastard,Fat Bastard Wine Company,13,750
Ora,San Patrignano,14.5,750
Campogiovanni,San Felice,13,750
Laccento,Società Agricola Montalbera,14,750
I Sistri,Fattoria di Fèlsina,13.5,750
Avenir,San Patrignano,12.5,750
Bogle,Bogle Vineyards,14.5,750
JP Chenet,Les Grands Chais de France,13.5,750
Escapades,Escapade Winery,13,750
Torres,Miguel Torres,11.5,750
Albariño de Fefiñanes,Palacio de Fefiñanes,12.5,750
La Goya,Delgado Zuleta S.A.,15,375
Deor,Ciello e Terra S.p.A,10,750
Borgo San Lorenzo,Mabis srl,13,750
Château La Freynelle,Chateau La Freynelle,12.5,750
Lillet,Lillet Frères,17,750
Korzenny,Apis,11,750
Aifur,Apis,11,750
Sjätte Tunnan,Apis,13,750
Peter Dawson,Peter Dawson,40,350
Medovarus,Medovarus,5.8,330
Tio Mateo,José Estevez,15,750
Johnnie Walker,John Walker,40,350
Johnnie Walker,John Walker,40,350
Celeste,Miguel Torres,14.5,750
Cerro Añon,Olarra,14,750
Crazy Tropez,Domaine Tropez,12.5,750
Gérard Bertrand,Gérard Bertrand,12.5,750
Pamplemousse Rose,Cartron,18,500
Melon,Cartron,18,500
Leitz Rüdesheimer,Weingut Leitz,12.5,750
Umathum,Weingut Umathum,12.5,750
Escapades,Escapade Winery,14.5,750
Grunwaldzki,Mazurskie Miody,15,750
Cartlidge & Browne,Cartlidge & Browne,13.5,750
Baltos,Dominio de Tares,14.5,750
Torres,Miguel Torres,13.5,750
Leira,Pazo Pondal,12.5,750
Simonsig,Simonsig Estate,13.5,750
August Eser,Freiherr Zu Knyphausen,12.5,750
August Eser,Désirée Eser-Freifrau zu Knyphausen,12.5,750
Château La Freynelle,Château La Freynelle,13.5,750
Finca Resalso,Emilio Moro,13.5,750
Villa Simone,Villa Simone di Piero Costantini,13,750
Toscana Rosso,Ciacci Piccolomini,14,750
De Kuyper,De Kuyper,15,700
Gigondas,Ogier,15,750
Bols,Bols,17,500
Marqués de Riscal,Marqués de Riscal,13.5,750
Birra Italia,Caviro,4.8,330
Abadía la Arroyada,Bodegas Abadía la Arroyada,14,750
Munia,Viñaguareña,14.5,750
Tilenus,Bodegas Estefanía,14,750
Von Winning Deidesheimer Paradiesgarten,Von Winning,12.5,750
Barbera d'Alba,Franco Molino,14.5,750
Rosa dei Masi,Masi,12.5,750
Enate,Viñedos y Crianzas del Alto Aragón,14,750
Langhe Nebbiolo,Josetta Saffirio,14,750
Munia,Viñaguareña,14.5,750
Carlskrona,Carlskrona Bryggeri,5,330
Conde Valdemar,Bodegas Valdemar,13.5,750
Geoff Merrill,Geoff Merrill,14.5,750
Solers,TENUTE STEFANO FARINA SRL SOCIETA AGRICOLA,13.5,750
Adarmando,Tabarrini Giampaolo,13.5,750
Chianti Classico,Andrea Boscu Bianchi Bandinelli,14,750
Hahn,Hahn Winery,14.5,750
Kleine Zalze Vineyard Selection,Kleine Zalze,14.5,750
Casalforte Pinot Grigio,Cantine Riondo,12.5,750
Barbazul,Huerta de Albalá,14,750
Sereole,Bertani,12,750
Secco-Bertani,Bertani,13,750
Rosa dei Frati,Cà dei Frati,12.5,750
Popova Kula,Popova Kula,13,750
Popova Kula,Popova Kula,12.5,750
Envite,Bodegas San Prudencio S.A.,12.5,750
Chianti,Farino Stefano,13.5,750
Chardonnay,Lamblin et Fils,13,750
Bourgogne Blanc,SA Lamblin Fils,12.5,750
Chablis,Lamblin et Fils,12.5,750
Bourgogne Pinot Noir,Lamblin et Fils,12.5,750
Envite,Bodegas San Prudencio S.A.,13,750
Cantos de Valpiedra,Finca Valpiedra,13,750
Ruffino,Ruffino,14,750
Bols,Bols,17,500
José Pariente,José Pariente,13,750
Poliziano,Poliziano,14.5,750
Recioto della Valpolicella Classico,Fratelli Zeni,13,375
Le Page,Domaine de Rocheville,13,750
Störtebeker,Störtebeker Braumanufaktur,4.9,500
La Dame,Domaine de Rocheville,15,750
La Jouvencelle,Domaine de Rocheville,12.5,750
The Six Flowers,Neethlingshof Estate,13.5,750
Lauréat,Zonnebloem Wines,14,750
Kamnik,Chateau Kamnik,13.5,750
Saint Cosme,Château de Saint Cosme,14.5,750
Finca Montepedroso,Finca Montepedroso,12.5,750
Zonin,Zonin,14,750
Villa Simone Rosso,Piero Constantini,13,750
Juliusspital Iphöfer Kronsberg,Juliusspital,13,750
Victoria Bitter,Carlton & United Breweries,4.9,375
Morelli,L Morelli e Figlio,32,500
Almaza,Brasserie et Malterie Almaza,4.2,330
Chardonnay,Louis Latour,13,750
Pinot Noir,Louis Latour,13,750
Barbera d'Alba Superiore,Josetta Saffirio,14,750
Kloster Eberbach Steinberger,Kloster Eberbach,12.5,750
Mâcon-Villages,Henri de Villamont,13,750
Mont-Redon,Château Mont-Redon,14,375
Simonsig,Simonsig Estate,14.5,750
Simonsig,Simonsig Estate,14.5,750
The Per Gessle Selection,François Lurton,13,750
Giacomo Vico Roero,Giacomo Vico,14,750
Caramel,Cartron,18,500
Amalia Brut,Tselepos,12,750
Nemea Driopi,Tselepos,13.5,750
Marmarias,Tselepos,13,750
Rainer Sauer,Weingut Rainer Sauer,12.5,750
Rainer Sauer,Weingut Rainer Sauer,12,750
Cutty Sark,The Edrington Group,40,350
Muros Antigos,Anselmo Mendes,12.5,750
Von Winning,Von Winning,12.5,750
Mouton Cadet,Baron Philippe de Rothschild,14.5,750
Vikbo Cider,Brewery International,4.5,330
Daleside,Daleside Brewery,4.1,500
Girard,Girard,14.1,750
Magners,Magners,4.5,568
Eroica,Chateau Ste Michelle,12,750
Essensia,Quady Winery,15,375
Château de Gaudou,Durou et Fils,13.5,750
McManis,McManis Family Vineyards,14,750
Philipp Kuhn,Philipp Kuhn,12,750
Woodbridge by Robert Mondavi,Robert Mondavi,13,750
Woodbridge by Robert  Mondavi,Robert Mondavi,13.5,750
LAN,Bodegas Lan,13.5,750
LAN,Bodegas Lan,13.5,750
LAN,Bodegas Lan,13.5,750
Clos Amador,Clos Amador,11.5,750
Honoro Vera,Bodegas Ateca,14.5,750
Mulderbosch,Mulderbosch Vineyards,13.5,750
Terra Ancestra,Rocca Maura,15,750
Château Monconseil Gazin,Château Monconseil Gazin,13.5,750
Mc Chouffe,Brasserie d'Achouffe,8,330
Moosehead,Moosehead Brewery,5,341
Cusquena,Cervecera del Sur del Peru,5.6,330
Blau,Cellers Can Blau,14,750
Provenance,Saronsberg,14.5,750
Domäne Wachau,Domäne Wachau,13,750
Cynar,Campari International,16.5,700
Campo Viejo,Allied Domecq Bodegas SL,14,750
Simposio,Tenuta Trerose,14.5,750
Rosso di Montalcino,Castelli Martinozzi,13.5,750
Simonsig,Simonsig Estate,14.5,750
Nederburg,Nederburg Wines,14.5,750
Nederburg,Nederburg Wines,13.5,750
Cederberg,Cederberg Private Cellar,14,750
Sartori,Sartori,13,750
Cannonau di Sardegna,Sella & Mosca Commerciale Srl,12.5,750
961 Beer,Gravity Brewing Sal,6.3,330
Domaine de Brescou,Domaine de Brescou,13,750
Ponzi Vineyards,Ponzi Vineyards,12,750
Cinema,Cinema Wines,14,750
Abdyika,Damianitza Winery,14,750
Abdyika,Damianitza Winery,14.5,750
Côtes du Rhône Cuvée Sommelongue,André Brunel,14,750
Gran Lurton,François Lurton,15,750
Avinyó,Joan Esteve Nadal,13.5,750
Mestej,Mestej,14.5,750
Conde Valdemar,Bodegas Valdemar,13,750
Farina,Farina,11,750
Terra Serena Prosecco,Vinicola Serena,11,750
Solter,SEKTHAUS SOLTER,12.5,750
Solter,SEKTHAUS SOLTER,11.5,750
Arne Lager,Eskilstuna Ölkultur,5,330
Rothaus,Badische Staatsbrauerei Rothaus,5.1,330
Chocalán Malvilla,Viña Chocalán,13,750
Disznókö,Disznoko,12.5,500
Weingüter Wegeler,Weingüter Wegeler,12,750
